SKU,Product name,Brand,Supplier,Supplier SKU,Lightspeed ID,LS Handle / Parent ID,Collection,Product type,Category,Material type,Species,Colour / tone,Grade,Layout pattern,Width (in),Length,Thickness (mm),Wear layer (mil),Veneer / top layer (mm),Veneer cut type,AC rating,Finish type,Install profile,Install method,Locking system,Underpad included,Underpad type,IIC rating,STC rating,Tile format,Weight per piece (kg),Certifications,Cost/unit,Retail price/unit,MAP price ($/sf),Pallet price ($/sf),Promo cost ($/sf),Promo end date,Volume pricing notes,Last price update,Price last changed by,Box size (sf),Pieces per box,Boxes per skid,Pieces per pallet,Stock status,Active,Waterproof,Pet friendly,Radiant heat compatible,Traffic rating,Suitable rooms,Residential warranty (yrs),Commercial warranty (yrs),Salesperson notes,Pairs well with,MatchedRecId,MatchStatus,Match status,Match notes
TIL-GRAC-0066,Tiles — Venus Bianco — 24 x 24 (Polished),Gracious,Gracious,,0a6f6e36-8b89-11eb-f3d6-7e8b8069910e,GRACTILESVENUSBIANCOPOLISHED,Tiles,Flooring,Tile / Stone,Porcelain,,Venus Bianco,,,24,"24""",,,,,,Polished,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new,OK,Matched LS sku GRA.T.P.VenBia.2424 (exact colour; verified: size 2424). Material type Porcelain taken from LS. WARNING: cost AT $1.39 vs LS $1.49
TIL-GRAC-0067,Tiles — XL Grey — 24 x 24 (Polished),Gracious,Gracious,,,GRACTILESXLGREYPOLISHED,Tiles,Flooring,Tile / Stone,,,XL Grey,,,24,"24""",,,,,,Polished,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0068,Tiles — Diana Antique Light — 24 x 24 (Polished),Gracious,Gracious,,0a6f6e36-8b89-11eb-f3d6-7e8a6bcab632,GRACTILESDIANAANTIQUELIGHTPOLISHED,Tiles,Flooring,Tile / Stone,Porcelain,,Diana Antique Light,,,24,"24""",,,,,,Polished,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new,OK,Matched LS sku 30008 (colour spelling drift (edit distance 3); verified: size 2424). Material type Porcelain taken from LS. WARNING: cost AT $1.39 vs LS $1.49
TIL-GRAC-0069,Tiles — Marquiry Nero — 24 x 24 (Polished),Gracious,Gracious,,0a6f6e36-8b89-11eb-f3d6-7e8a6ca433df,GRACTILESMARQUIRYNEROPOLISHED,Tiles,Flooring,Tile / Stone,Porcelain,,Marquiry Nero,,,24,"24""",,,,,,Polished,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new,OK,Matched LS sku 30025 (exact colour; verified: size 2424). Material type Porcelain taken from LS. WARNING: cost AT $1.39 vs LS $1.49
TIL-GRAC-0070,Tiles — Rodas Bianco — 24 x 24 (Polished),Gracious,Gracious,,51ea4b0b-9edd-45c2-bec8-066e5ecf8e12,GRACTILESRODASBIANCOPOLISHED,Tiles,Flooring,Tile / Stone,Porcelain,,Rodas Bianco,,,24,"24""",,,,,,Polished,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new,OK,Matched LS sku GRA.T.P.RodBia.2424 (exact colour; verified: size 2424). Material type Porcelain taken from LS. WARNING: cost AT $1.39 vs LS $1.49
TIL-GRAC-0071,Tiles — Royal Glacier — 24 x 24 (Polished),Gracious,Gracious,,,GRACTILESROYALGLACIERPOLISHED,Tiles,Flooring,Tile / Stone,,,Royal Glacier,,,24,"24""",,,,,,Polished,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0072,Tiles — Tramonto Bianco — 24 x 24 (Polished),Gracious,Gracious,,0a6f6e36-8b89-11eb-f3d6-7e8a6c5bded3,GRACTILESTRAMONTOBIANCOPOLISHED,Tiles,Flooring,Tile / Stone,Porcelain,,Tramonto Bianco,,,24,"24""",,,,,,Polished,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new,OK,Matched LS sku 30015 (exact colour; verified: size 2424). Material type Porcelain taken from LS. WARNING: cost AT $1.39 vs LS $1.49
TIL-GRAC-0073,Tiles — Radial Statvario — 24 x 24 (Polished),Gracious,Gracious,,,GRACTILESRADIALSTATVARIOPOLISHED,Tiles,Flooring,Tile / Stone,,,Radial Statvario,,,24,"24""",,,,,,Polished,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0074,Tiles — Canvas Statvario — 24 x 24 (Polished),Gracious,Gracious,,,GRACTILESCANVASSTATVARIOPOLISHED,Tiles,Flooring,Tile / Stone,,,Canvas Statvario,,,24,"24""",,,,,,Polished,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0075,Tiles — Segway Satuario — 24 x 24 (Polished),Gracious,Gracious,,0a6f6e36-8b89-11eb-f3d6-7e8a6c42e656,GRACTILESSEGWAYSATUARIOPOLISHED,Tiles,Flooring,Tile / Stone,Porcelain,,Segway Satuario,,,24,"24""",,,,,,Polished,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new,OK,Matched LS sku 30013 (colour spelling drift (edit distance 1); verified: size 2424). Material type Porcelain taken from LS. WARNING: cost AT $1.39 vs LS $1.49
TIL-GRAC-0076,Tiles — Unicorn -3-GL — 24 x 24 (Glossy),Gracious,Gracious,,0a6f6e36-8b89-11eb-f3d6-7e8a6b62c962,GRACTILESUNICORN3GLGLOSSY,Tiles,Flooring,Tile / Stone,Porcelain,,Unicorn -3-GL,,,24,"24""",,,,,,Glossy,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new,OK,Matched LS sku 30002 (exact colour; verified: size 2424). Material type Porcelain taken from LS. WARNING: cost AT $1.39 vs LS $1.49
TIL-GRAC-0077,Tiles — Marquiry Grey — 24 x 24 (Polished),Gracious,Gracious,,0a6f6e36-8b89-11eb-f3d6-7e8a6c8c3265,GRACTILESMARQUIRYGREYPOLISHED,Tiles,Flooring,Tile / Stone,Porcelain,,Marquiry Grey,,,24,"24""",,,,,,Polished,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new,OK,Matched LS sku 30023 (exact colour; verified: size 2424). Material type Porcelain taken from LS. WARNING: cost AT $1.39 vs LS $1.49
TIL-GRAC-0078,Tiles — Grassia White Glossy — 24 x 24 (Glossy),Gracious,Gracious,,,GRACTILESGRASSIAWHITEGLOSSYGLOSSY,Tiles,Flooring,Tile / Stone,,,Grassia White Glossy,,,24,"24""",,,,,,Glossy,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
